,Rented Bike Count,Temperature(Â°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(Â°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Time,FunctioningDay0,FunctioningDay1,Holiday0,Holiday1,Season0,Season1,Season2,Season3
2213,55,0.8,39,1.0,1463,-11.6,0.0,0.0,0.0,2018-03-03 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2214,71,0.5,42,0.9,1543,-10.9,0.0,0.0,0.0,2018-03-03 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2215,159,0.1,43,1.4,1502,-11.0,0.0,0.0,0.0,2018-03-03 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2216,306,0.4,38,1.8,1564,-12.3,0.16,0.0,0.0,2018-03-03 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2217,329,2.2,30,1.5,1513,-13.6,0.81,0.0,0.0,2018-03-03 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2218,354,5.1,27,1.2,1563,-12.4,1.54,0.0,0.0,2018-03-03 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2219,431,8.1,21,2.1,1738,-12.9,2.15,0.0,0.0,2018-03-03 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2220,605,10.7,16,1.7,1657,-14.1,2.56,0.0,0.0,2018-03-03 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2221,771,12.2,14,1.6,1896,-14.5,2.75,0.0,0.0,2018-03-03 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2222,1025,14.4,14,1.4,1833,-12.8,2.66,0.0,0.0,2018-03-03 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2223,1238,16.0,14,2.2,1828,-11.5,2.33,0.0,0.0,2018-03-03 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2224,1285,15.8,15,2.6,1867,-10.8,1.7,0.0,0.0,2018-03-03 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2225,1197,15.0,22,2.5,1946,-6.5,0.96,0.0,0.0,2018-03-03 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2226,920,13.9,26,1.9,1995,-5.3,0.41,0.0,0.0,2018-03-03 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2227,630,12.7,32,2.3,2000,-3.6,0.01,0.0,0.0,2018-03-03 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2228,631,11.1,51,3.7,1957,1.3,0.0,0.0,0.0,2018-03-03 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2229,588,10.3,52,2.2,1843,0.8,0.0,0.0,0.0,2018-03-03 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2230,516,10.2,49,1.7,1972,0.0,0.0,0.0,0.0,2018-03-03 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2231,215,9.4,74,1.6,559,4.9,0.0,0.0,0.0,2018-03-03 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2232,161,8.5,87,0.9,303,6.4,0.0,0.0,0.0,2018-03-04 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2233,118,8.3,91,0.1,282,6.9,0.0,0.0,0.0,2018-03-04 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2234,95,8.3,95,0.3,243,7.5,0.0,0.0,0.0,2018-03-04 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2235,90,8.5,96,0.4,238,7.8,0.0,0.1,0.0,2018-03-04 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2236,34,8.8,95,0.2,218,8.0,0.0,0.0,0.0,2018-03-04 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2237,15,8.8,96,1.2,196,8.1,0.0,0.0,0.0,2018-03-04 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2238,20,8.6,96,0.7,224,7.9,0.0,0.2,0.0,2018-03-04 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2239,23,8.4,97,2.6,122,7.9,0.0,0.0,0.0,2018-03-04 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2240,70,8.3,97,0.6,152,7.8,0.01,0.0,0.0,2018-03-04 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2241,157,8.8,97,1.3,196,8.3,0.2,0.2,0.0,2018-03-04 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2242,239,9.8,90,0.8,335,8.2,0.64,0.0,0.0,2018-03-04 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2243,273,10.1,88,0.7,453,8.1,0.34,0.0,0.0,2018-03-04 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2244,358,10.7,85,0.9,393,8.2,0.52,0.0,0.0,2018-03-04 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2245,429,10.8,84,1.2,400,8.1,0.44,0.0,0.0,2018-03-04 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2246,475,11.2,83,1.1,518,8.4,0.45,0.0,0.0,2018-03-04 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2247,468,11.7,81,1.2,616,8.5,0.53,0.0,0.0,2018-03-04 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2248,396,11.7,82,1.1,753,8.7,0.32,0.0,0.0,2018-03-04 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2249,492,11.8,82,1.7,990,8.8,0.4,0.0,0.0,2018-03-04 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2250,436,11.5,81,1.5,1475,8.3,0.07,0.0,0.0,2018-03-04 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2251,289,11.2,81,2.3,1614,8.0,0.0,0.0,0.0,2018-03-04 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2252,26,11.3,80,1.2,1978,7.9,0.0,0.0,0.0,2018-03-04 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2253,7,10.6,89,2.1,606,8.8,0.0,2.0,0.0,2018-03-04 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2254,8,9.6,92,2.5,721,8.3,0.0,0.0,0.0,2018-03-04 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2255,9,8.7,91,2.9,957,7.3,0.0,0.0,0.0,2018-03-04 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2256,22,7.6,88,2.5,1974,5.7,0.0,9.0,0.0,2018-03-05 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2257,23,7.0,88,2.5,2000,5.1,0.0,0.0,0.0,2018-03-05 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2258,9,6.3,89,2.2,1456,4.6,0.0,0.0,0.0,2018-03-05 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2259,2,5.7,92,2.0,458,4.4,0.0,1.5,0.0,2018-03-05 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2260,4,5.1,90,2.6,1005,3.5,0.0,0.0,0.0,2018-03-05 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2261,22,4.7,89,2.3,1242,3.0,0.0,0.0,0.0,2018-03-05 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2262,20,4.2,87,2.0,1979,2.2,0.0,2.0,0.0,2018-03-05 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2263,85,3.8,87,2.2,2000,1.8,0.0,0.0,0.0,2018-03-05 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2264,184,3.6,88,2.3,2000,1.7,0.03,0.0,0.0,2018-03-05 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2265,211,3.7,85,1.8,2000,1.4,0.17,0.0,0.0,2018-03-05 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2266,232,4.4,80,1.8,2000,1.2,0.56,0.0,0.0,2018-03-05 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2267,322,6.1,66,1.9,2000,0.2,1.42,0.0,0.0,2018-03-05 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2268,438,7.6,58,2.4,2000,-0.1,1.85,0.0,0.0,2018-03-05 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2269,465,8.3,51,2.0,2000,-1.2,1.42,0.0,0.0,2018-03-05 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2270,550,10.0,44,1.9,2000,-1.7,2.46,0.0,0.0,2018-03-05 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2271,637,10.3,43,2.5,2000,-1.7,2.45,0.0,0.0,2018-03-05 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2272,718,11.0,39,1.2,2000,-2.4,1.96,0.0,0.0,2018-03-05 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2273,865,10.0,43,1.4,2000,-2.0,1.12,0.0,0.0,2018-03-05 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2274,1155,8.1,47,1.7,2000,-2.5,0.34,0.0,0.0,2018-03-05 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2275,782,5.8,53,1.7,2000,-3.0,0.02,0.0,0.0,2018-03-05 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2276,578,4.3,57,1.3,2000,-3.4,0.0,0.0,0.0,2018-03-05 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2277,533,3.1,59,1.5,2000,-4.1,0.0,0.0,0.0,2018-03-05 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2278,466,2.3,63,1.0,2000,-4.0,0.0,0.0,0.0,2018-03-05 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2279,274,1.9,60,1.3,2000,-5.0,0.0,0.0,0.0,2018-03-05 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2280,224,1.3,69,0.8,2000,-3.7,0.0,0.0,0.0,2018-03-06 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2281,188,0.8,67,0.8,2000,-4.6,0.0,0.0,0.0,2018-03-06 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2282,122,0.3,71,0.9,1999,-4.3,0.0,0.0,0.0,2018-03-06 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2283,82,0.1,71,0.4,2000,-4.5,0.0,0.0,0.0,2018-03-06 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2284,79,-0.5,75,0.6,1967,-4.3,0.0,0.0,0.0,2018-03-06 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2285,80,-0.9,78,0.6,1687,-4.2,0.0,0.0,0.0,2018-03-06 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2286,214,-1.0,77,0.4,1578,-4.5,0.0,0.0,0.0,2018-03-06 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2287,583,-1.0,78,0.6,1484,-4.3,0.0,0.0,0.0,2018-03-06 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2288,997,-0.7,76,1.0,1461,-4.4,0.2,0.0,0.0,2018-03-06 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2289,556,1.2,62,0.8,1338,-5.2,0.85,0.0,0.0,2018-03-06 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2290,380,3.7,51,1.3,1596,-5.5,1.56,0.0,0.0,2018-03-06 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2291,475,6.3,41,1.3,1519,-6.0,2.12,0.0,0.0,2018-03-06 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2292,504,8.5,34,1.9,1876,-6.4,2.55,0.0,0.0,2018-03-06 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2293,528,9.3,27,2.2,1816,-8.7,2.65,0.0,0.0,2018-03-06 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2294,567,9.2,27,2.9,1880,-8.8,2.32,0.0,0.0,2018-03-06 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2295,616,10.1,24,1.8,1839,-9.6,2.12,0.0,0.0,2018-03-06 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2296,680,10.6,26,1.9,1955,-8.1,1.75,0.0,0.0,2018-03-06 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2297,883,10.2,27,2.8,1826,-8.0,1.22,0.0,0.0,2018-03-06 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2298,1246,8.7,28,3.2,2000,-8.8,0.49,0.0,0.0,2018-03-06 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2299,833,7.1,30,2.7,2000,-9.3,0.02,0.0,0.0,2018-03-06 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2300,666,6.1,31,2.8,2000,-9.8,0.0,0.0,0.0,2018-03-06 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2301,625,5.5,33,3.2,1995,-9.5,0.0,0.0,0.0,2018-03-06 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2302,514,4.5,40,1.3,1871,-7.9,0.0,0.0,0.0,2018-03-06 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2303,361,3.5,44,0.9,1905,-7.6,0.0,0.0,0.0,2018-03-06 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2304,289,2.8,45,1.7,1493,-7.9,0.0,0.0,0.0,2018-03-07 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2305,194,2.8,46,2.0,1709,-7.6,0.0,0.0,0.0,2018-03-07 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2306,134,2.6,50,1.3,1962,-6.8,0.0,0.0,0.0,2018-03-07 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2307,92,2.7,55,1.5,1989,-5.4,0.0,0.0,0.0,2018-03-07 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2308,49,2.6,61,1.7,1998,-4.1,0.0,0.0,0.0,2018-03-07 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2309,97,2.5,63,1.3,1987,-3.8,0.0,0.0,0.0,2018-03-07 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2310,232,2.4,65,1.8,1989,-3.5,0.0,0.0,0.0,2018-03-07 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2311,598,2.2,65,1.9,2000,-3.7,0.0,0.0,0.0,2018-03-07 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2312,1032,2.6,63,1.6,1857,-3.7,0.14,0.0,0.0,2018-03-07 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2313,566,3.8,58,2.0,1785,-3.7,0.49,0.0,0.0,2018-03-07 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2314,410,5.2,52,1.5,1808,-3.8,0.74,0.0,0.0,2018-03-07 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2315,441,8.0,43,1.7,1909,-3.8,1.74,0.0,0.0,2018-03-07 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2316,550,9.6,39,1.8,1982,-3.7,2.09,0.0,0.0,2018-03-07 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2317,509,9.9,39,1.9,1911,-3.4,1.61,0.0,0.0,2018-03-07 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2318,505,9.8,38,0.9,1908,-3.8,0.93,0.0,0.0,2018-03-07 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2319,620,10.2,34,2.3,1919,-4.9,1.19,0.0,0.0,2018-03-07 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2320,646,10.4,36,3.2,1963,-4.0,1.02,0.0,0.0,2018-03-07 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2321,849,10.4,37,1.0,2000,-3.6,0.67,0.0,0.0,2018-03-07 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2322,1365,9.6,42,2.0,2000,-2.7,0.14,0.0,0.0,2018-03-07 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2323,799,8.9,44,2.3,2000,-2.7,0.0,0.0,0.0,2018-03-07 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2324,587,8.5,46,1.0,1977,-2.4,0.0,0.0,0.0,2018-03-07 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2325,411,7.9,56,1.4,1975,-0.3,0.0,0.0,0.0,2018-03-07 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2326,147,7.2,60,1.4,1928,0.0,0.0,0.0,0.0,2018-03-07 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2327,48,6.0,79,2.0,918,2.6,0.0,0.0,0.0,2018-03-07 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2328,49,5.2,83,1.5,733,2.5,0.0,0.5,0.0,2018-03-08 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2329,23,4.7,86,0.7,717,2.5,0.0,0.0,0.0,2018-03-08 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2330,19,4.2,88,0.9,553,2.3,0.0,0.0,0.0,2018-03-08 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2331,12,3.8,90,0.8,448,2.3,0.0,2.0,0.0,2018-03-08 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2332,8,3.3,90,1.3,682,1.8,0.0,0.0,0.0,2018-03-08 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2333,17,3.1,90,1.2,974,1.6,0.0,0.0,0.0,2018-03-08 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2334,32,3.1,89,0.2,903,1.4,0.0,1.5,0.0,2018-03-08 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2335,64,3.0,90,0.7,578,1.5,0.0,0.0,0.0,2018-03-08 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2336,88,3.0,94,0.3,444,2.1,0.01,0.0,0.0,2018-03-08 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2337,100,3.4,90,1.5,386,1.9,0.21,0.5,0.0,2018-03-08 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2338,165,3.6,88,2.6,681,1.7,0.44,0.0,0.0,2018-03-08 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2339,290,4.5,82,2.0,1226,1.6,0.73,0.0,0.0,2018-03-08 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2340,375,5.6,72,3.0,1700,0.9,0.89,0.0,0.0,2018-03-08 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2341,405,6.7,65,3.2,1651,0.5,1.76,0.0,0.0,2018-03-08 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2342,452,7.7,62,2.4,1758,0.8,1.64,0.0,0.0,2018-03-08 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2343,555,9.2,53,3.3,1896,0.1,2.23,0.0,0.0,2018-03-08 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2344,594,9.5,56,3.1,994,1.1,1.1,0.0,0.0,2018-03-08 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2345,757,7.5,64,4.3,538,1.1,0.88,0.0,0.0,2018-03-08 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2346,1091,5.9,68,3.4,543,0.4,0.38,0.0,0.0,2018-03-08 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2347,683,4.5,72,2.7,529,-0.1,0.03,0.0,0.0,2018-03-08 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2348,586,3.3,74,2.6,494,-0.8,0.0,0.0,0.0,2018-03-08 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2349,533,3.1,74,3.2,465,-1.0,0.0,0.0,0.0,2018-03-08 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2350,498,2.8,74,2.1,469,-1.3,0.0,0.0,0.0,2018-03-08 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2351,315,2.8,73,1.8,468,-1.5,0.0,0.0,0.0,2018-03-08 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2352,272,3.0,72,2.3,473,-1.5,0.0,0.0,0.0,2018-03-09 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2353,228,2.8,73,2.6,413,-1.5,0.0,0.0,0.0,2018-03-09 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2354,155,2.8,74,1.2,415,-1.3,0.0,0.0,0.0,2018-03-09 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2355,105,2.7,75,0.7,417,-1.2,0.0,0.0,0.0,2018-03-09 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2356,66,2.5,76,1.0,403,-1.3,0.0,0.0,0.0,2018-03-09 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2357,88,2.5,76,0.7,544,-1.3,0.0,0.0,0.0,2018-03-09 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2358,195,2.5,71,1.1,1055,-2.2,0.0,0.0,0.0,2018-03-09 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2359,574,1.6,76,0.7,1024,-2.1,0.0,0.0,0.0,2018-03-09 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2360,1041,1.8,67,0.7,1917,-3.6,0.19,0.0,0.0,2018-03-09 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2361,570,3.5,60,1.3,1969,-3.5,0.71,0.0,0.0,2018-03-09 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2362,361,4.8,54,1.3,1921,-3.7,0.78,0.0,0.0,2018-03-09 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2363,444,5.9,51,0.7,1866,-3.4,0.91,0.0,0.0,2018-03-09 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2364,510,6.8,51,1.0,1617,-2.6,1.13,0.0,0.0,2018-03-09 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2365,509,7.5,44,2.0,1526,-3.9,1.24,0.0,0.0,2018-03-09 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2366,542,8.0,42,1.5,1690,-4.1,1.24,0.0,0.0,2018-03-09 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2367,611,7.7,51,2.9,670,-1.8,0.94,0.0,0.0,2018-03-09 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2368,686,9.6,38,1.7,1052,-4.0,1.71,0.0,0.0,2018-03-09 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2369,834,8.9,46,1.8,789,-2.1,1.0,0.0,0.0,2018-03-09 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2370,1231,7.0,55,2.0,705,-1.4,0.35,0.0,0.0,2018-03-09 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2371,718,5.4,60,3.9,990,-1.7,0.02,0.0,0.0,2018-03-09 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2372,535,4.3,67,1.1,1125,-1.2,0.0,0.0,0.0,2018-03-09 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2373,537,3.5,69,1.4,1177,-1.6,0.0,0.0,0.0,2018-03-09 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2374,521,2.9,69,1.2,1179,-2.2,0.0,0.0,0.0,2018-03-09 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2375,309,2.5,72,1.5,1071,-2.0,0.0,0.0,0.0,2018-03-09 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2376,328,2.1,74,1.4,970,-2.0,0.0,0.0,0.0,2018-03-10 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2377,305,2.0,75,1.0,658,-1.9,0.0,0.0,0.0,2018-03-10 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2378,241,1.6,79,0.9,685,-1.6,0.0,0.0,0.0,2018-03-10 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2379,139,1.3,80,0.6,705,-1.7,0.0,0.0,0.0,2018-03-10 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2380,91,0.9,81,0.6,620,-1.9,0.0,0.0,0.0,2018-03-10 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2381,79,0.8,80,0.3,565,-2.2,0.0,0.0,0.0,2018-03-10 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2382,74,1.1,78,1.1,538,-2.3,0.0,0.0,0.0,2018-03-10 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2383,208,0.9,78,1.1,535,-2.5,0.0,0.0,0.0,2018-03-10 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2384,340,1.5,73,1.2,466,-2.8,0.11,0.0,0.0,2018-03-10 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2385,381,2.7,71,1.3,418,-2.0,0.3,0.0,0.0,2018-03-10 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2386,416,3.5,65,2.4,539,-2.4,0.87,0.0,0.0,2018-03-10 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
